id,name,owner,owner_email,organization,online_status
141,STELARA,Ab Kindley,akindleyl@hibu.com,Polemoniaceae,false
125,Lysol,Bettina Antonomoli,bantonomolim@gnu.org,Clusiaceae,true
100,Glipizide,Tate Blance,tblancen@boston.com,Bacidiaceae,true
146,TussiCaps,Gerardo Rouby,groubyo@prweb.com,Saxifragaceae,false
147,DOPamine Hydrochloride and Dextrose,Rafaellle Littell,rlittellp@unblog.fr,Asteraceae,true
109,CHLORPROMAZINE HYDROCHLORIDE,Eliza Ashforth,eashforthq@mediafire.com,Asteraceae,false
140,Phentermine Hydrochloride,Donny Clows,dclowsr@omniture.com,Viscaceae,false
104,Timeless Placenta Bound,Pavla Bowcock,pbowcocks@fda.gov,Opegraphaceae,true
149,Spiny Pigweed,Averil Crocumbe,acrocumbet@quantcast.com,Sarraceniaceae,false
105,Naphazoline Hydrochloride and Pheniramine Maleate,Darcy Yandell,dyandellu@amazonaws.com,Lecideaceae,true
104,Methadone Hydrochloride,Tersina Scanderet,tscanderetv@stanford.edu,Poaceae,false
138,DIAZEPAM,Ida Thorald,ithoraldw@sfgate.com,Boraginaceae,true
125,ASPERGILLUS FUMIGATUS,Yorker Padell,ypadellx@facebook.com,Pterigynandraceae,true
119,Fenofibrate,Aubrie Crosthwaite,acrosthwaitey@ebay.co.uk,Scrophulariaceae,false
147,Black Oak,Rosalia Duker,rdukerz@netlog.com,Brassicaceae,false
113,Kola-Pectin,Rudolf Rawnsley,rrawnsley10@ted.com,Fabaceae,false
119,Rare Gold,Jenn Woodes,jwoodes11@delicious.com,Scrophulariaceae,true
123,Mineral Oil Lubricant Laxative,Vitoria Henker,vhenker12@ca.gov,Poaceae,true
140,Proactiv,Roderic Boldt,rboldt13@cafepress.com,Ranunculaceae,true
147,CORYLUS AMERICANA POLLEN,Anett Ferney,aferney14@va.gov,Onagraceae,false
135,flormar ADVICE Skin Geometry Day Sunscreen Broad Spectrum SPF 15,Judie Humphris,jhumphris15@ca.gov,Asteraceae,true
107,Prevantics swabstick,Laureen MacTrusty,lmactrusty16@blogger.com,Saxifragaceae,true
119,Dicyclomine Hydrochloride,Alisa MacLeese,amacleese17@toplist.cz,Euphorbiaceae,false
144,Oxygen,Ericka Tarbox,etarbox18@tinypic.com,Asteraceae,false
101,Light Foundation SPF 15,Loraine Dyett,ldyett19@jugem.jp,Fabaceae,true
116,REMICADE,Marieann Kleinsinger,mkleinsinger1a@patch.com,Polygonaceae,false
140,Phenelzine Sulfate,Kipp Varndall,kvarndall1b@google.pl,Fabaceae,true
142,Losartan Potassium and Hydrochlorothiazide,Roddy Fairhead,rfairhead1c@nhs.uk,Asteraceae,true
128,laura mercier Tinted Moisturizer Creme Compact Broad Spectrum SPF 20 Sunscreen SAND,Jacinta Yersin,jyersin1d@soup.io,Asteraceae,false
150,Advanced First Aid,Lee Casassa,lcasassa1e@goodreads.com,Fabaceae,false
116,Pramipexole Dihydrochloride,Otis Goggins,ogoggins1f@forbes.com,Primulaceae,true
138,Hydrocodone Bitartrate And Acetaminophen,Mirilla Vasile,mvasile1g@devhub.com,Juncaceae,false
138,NEXIUM,Cary Haughan,chaughan1h@etsy.com,Polemoniaceae,false
131,potassium phosphates,Fina Critoph,fcritoph1i@blogs.com,Solanaceae,false
108,REFISSA,Bamby Horwell,bhorwell1j@vinaora.com,Asteraceae,false
126,KROGER NICOTINE TRANSDERMAL SYSTEM,Jon Calken,jcalken1k@edublogs.org,Verrucariaceae,false
120,Natural Acne Solutions Clarifying Toner,Russell McAndie,rmcandie1l@pinterest.com,Anacardiaceae,true
126,RealHeal,Sammy Grim,sgrim1m@plala.or.jp,Stictidaceae,false
104,Pramipexole,Cordell Cristofvao,ccristofvao1n@springer.com,Fabaceae,false
136,4 in 1 Pressed Mineral SPF 15 Tan,Anthe Hutley,ahutley1o@bigcartel.com,Moraceae,false
116,risperidone,Susannah Castellaccio,scastellaccio1p@cmu.edu,Fabaceae,false
111,ShopRite Ni Calm,Larine Goly,lgoly1q@samsung.com,Fabaceae,true
146,PINUS STROBUS POLLEN,Aleksandr Sirl,asirl1r@tinypic.com,Rhizophoraceae,false
122,hydrochlorothiazide,Jethro Ault,jault1s@deviantart.com,Bignoniaceae,false
121,Amikacin Sulfate,Granville Lecordier,glecordier1t@constantcontact.com,Liliaceae,true
139,Cafe au lait Always Stay-on Makeup Broad Spectrum SPF 15,Conway Mapother,cmapother1u@hexun.com,Campanulaceae,false
133,Antiseptic Mouth Rinse,Oates Jorin,ojorin1v@ifeng.com,Asteraceae,true
146,Ceftriaxone,Gilles Kendall,gkendall1w@ehow.com,Chenopodiaceae,false
124,Cabergoline,Jordanna Sumpton,jsumpton1x@dot.gov,Apiaceae,true
149,Cheratussin AC,Leslie Gorke,lgorke1y@surveymonkey.com,Saxifragaceae,true
110,Fentanyl Citrate,Betsy Pollendine,bpollendine1z@goo.gl,Ranunculaceae,false
139,CELEBREX,Daffy Flaxon,dflaxon20@si.edu,Lamiaceae,true
107,Hydrocodone Bitartrate and Acetaminophen,Millicent Holsey,mholsey21@engadget.com,Cyperaceae,false
141,Fluticasone Propionate,Leela Jorin,ljorin22@ihg.com,Asteraceae,false
139,ANTIBIOTIC PLUS PAIN RELIEF,Alyse Bidnall,abidnall23@chron.com,Bromeliaceae,false
104,ConRx Allergy Sinus,Rebecca Whittier,rwhittier24@merriam-webster.com,Bacidiaceae,true
150,Aveeno Active Naturals,Kellsie Denisyuk,kdenisyuk25@artisteer.com,Ophioglossaceae,false
101,Prime Plus,Cathleen McLoughlin,cmcloughlin26@dyndns.org,Poaceae,true
119,GALANTAMINE HYDROBROMIDE,Sandye Humberstone,shumberstone27@devhub.com,Polemoniaceae,false
105,Epi-Clenz Instant Hand Antiseptic,Lilah Viegas,lviegas28@scribd.com,Asteraceae,true
106,Neova DNA Damage Control - Everyday,Brandy Pierrepoint,bpierrepoint29@ox.ac.uk,Clusiaceae,false
149,ALPHAGAN P,Jeanelle Sancias,jsancias2a@howstuffworks.com,Fabaceae,true
107,equaline anti nausea,Stephan Semered,ssemered2b@cocolog-nifty.com,Fabaceae,false
105,FENTANYL TRANSDERMAL SYSTEM,Archer Moffat,amoffat2c@abc.net.au,Poaceae,true
131,EMF Detox,Freeland Calbrathe,fcalbrathe2d@examiner.com,Asteraceae,true
113,Antispetic,Anya Conelly,aconelly2e@icio.us,Saxifragaceae,true
134,Olay Total Effects Blemish Control,Devonne Izakof,dizakof2f@1und1.de,Cyperaceae,false
113,White Alder,Chan Melonby,cmelonby2g@cnbc.com,Hydrocharitaceae,false
148,Allspice,Susi Genery,sgenery2h@hud.gov,Poaceae,false
128,Risperidone M-TAB,Wylie Torbeck,wtorbeck2i@skype.com,Hydrophyllaceae,true
142,Clonidine Hydrochloride,Hollyanne Barmadier,hbarmadier2j@multiply.com,Araceae,true
118,Silka,Dominic Checo,dcheco2k@dyndns.org,Poaceae,true
121,UV Capture Sebum Control Sun Cream,Valentino McAdam,vmcadam2l@theglobeandmail.com,Cactaceae,false
147,PRENATAL PLUS IRON,Pierre Kilcoyne,pkilcoyne2m@blogspot.com,Poaceae,false
140,Sterile Water,Valina Shurmer,vshurmer2n@posterous.com,Orchidaceae,true
124,Stomach relief,Stirling Cairns,scairns2o@prnewswire.com,Dryopteridaceae,false
123,IBU,Andeee Bunkle,abunkle2p@marriott.com,Crassulaceae,false
105,nighttime cold and flu relief,Saree Cornu,scornu2q@theatlantic.com,Ericaceae,false
134,Papaya,Gleda Scholler,gscholler2r@cpanel.net,Hydrangeaceae,true
116,MethylPREDNISolone,Hermia Chaffen,hchaffen2s@mlb.com,Scrophulariaceae,true
100,Escitalopram,Hermia Erickssen,herickssen2t@wsj.com,Poaceae,false
121,Shoulder/Arm Complex,Tracey Blundel,tblundel2u@stumbleupon.com,Ericaceae,false
150,Fair and Square Antibacterial with Moisturizer,Anica Schleicher,aschleicher2v@msn.com,Asteraceae,true
138,Flurbiprofen,Dinah Gatchell,dgatchell2w@google.it,Primulaceae,false
104,Berkley and Jensen Pain Relief,Elsworth Doveston,edoveston2x@jimdo.com,Liliaceae,true
132,Total Suncare Sunscreen SPF 70,Nathanial Bellelli,nbellelli2y@cornell.edu,Hydrophyllaceae,false
122,DulcoEase Pink,Rafferty Carrier,rcarrier2z@icio.us,Pottiaceae,true
127,Zoledronic acid,Johannah Lecordier,jlecordier30@canalblog.com,Physciaceae,true
133,LAMICTAL,Camellia Bartlam,cbartlam31@discovery.com,Pteridaceae,false
121,Secret Outlast and Olay Smooth,Elaine Hanwright,ehanwright32@uol.com.br,Asteraceae,true
122,Natures Gate,Grantham Hilldrop,ghilldrop33@umich.edu,Polygonaceae,false
139,Hydrocortisone Acetate,Pete Colbourn,pcolbourn34@hugedomains.com,Acoraceae,true
134,Tretinoin,Neila Windle,nwindle35@opera.com,Asteraceae,false
129,NU-DERM STARTER SET NORMAL-DRY,Dawn Ibert,dibert36@blog.com,Fagaceae,false
143,Warfarin Sodium,Bryon Vyvyan,bvyvyan37@geocities.com,Uncertain Ascomycota Family,true
133,Acyclovir,Marcelline Keelan,mkeelan38@webeden.co.uk,Ranunculaceae,false
120,Treatment Set TS351003,Bobbe Coatham,bcoatham39@sbwire.com,Cabombaceae,false
135,Pedi-Quick OneStep Corn Removers,Keely Giblin,kgiblin3a@yelp.com,Brassicaceae,false
130,Nortrel,Alena Farraway,afarraway3b@livejournal.com,Asteraceae,true
127,Childrens Allergy,Xenos Boanas,xboanas3c@cafepress.com,Salviniaceae,true
131,TUBERSOL,Brunhilda Cavell,bcavell3d@mac.com,Portulacaceae,true
123,Risperidone,Wynn Duligal,wduligal3e@vk.com,Loganiaceae,true
147,Hepar Magnesium Taraxicum 4,Jessy Melbourne,jmelbourne3f@pagesperso-orange.fr,Melaspileaceae,false
142,Terazosin,Peder Charpling,pcharpling3g@telegraph.co.uk,Hydrocharitaceae,true
130,Feverall,Mohammed Arnaez,marnaez3h@hao123.com,Fabaceae,false
141,Prednisolone,Kaine Eddleston,keddleston3i@zimbio.com,Lamiaceae,true
150,Chlorpromazine Hydrochloride,Leticia Harman,lharman3j@oracle.com,Alismataceae,false
117,Isoflurane,Kim Scrivner,kscrivner3k@theglobeandmail.com,Polytrichaceae,false
150,Synthroid,Audrye Klimontovich,aklimontovich3l@cafepress.com,Rubiaceae,true
121,Clopidogrel bisulfate,Drake Delacour,ddelacour3m@admin.ch,Caprifoliaceae,true
104,equate,Hedi Grinnov,hgrinnov3n@ehow.com,Ditrichaceae,false
131,BACTEX Antiseptic Hand Sanitizer,Oriana Tipper,otipper3o@irs.gov,Lecideaceae,false
141,GUAAP,Gerry Pengilly,gpengilly3p@squarespace.com,Fagaceae,true
147,Divalproex Sodium,Mattheus Rogers,mrogers3q@friendfeed.com,Asteraceae,true
110,sunmark ibuprofen,Pippo Norwell,pnorwell3r@imgur.com,Rosaceae,false
146,Lunesta,Jakie Serjeant,jserjeant3s@chicagotribune.com,Asteraceae,true
109,Pineapple Paradise,Lon Voden,lvoden3t@google.cn,Rutaceae,true
148,Aplicare Povidone Iodine Swabstick,Christie Radloff,cradloff3u@nhs.uk,Fabaceae,true
144,DG Health Fast Acting Mucus Relief,Patsy Fessler,pfessler3v@yelp.com,Fabaceae,false
113,Dandelion,Rowen Mitchelmore,rmitchelmore3w@intel.com,Ruppiaceae,true
106,Oxygen,Kat Barbe,kbarbe3x@examiner.com,Brassicaceae,true
143,WHITE CAVIAR ILLUMINATING HAND SUNSCREEN BROAD SPECTRUM SPF 15,Minta Coiley,mcoiley3y@joomla.org,Grossulariaceae,false
149,BRIGHT EYE VITALIZER,Clair Ashbolt,cashbolt3z@google.ca,Scrophulariaceae,false
101,Perfect Choice,Leese Papis,lpapis40@parallels.com,Brassicaceae,true
126,Chlorpromazine Hydrochloride,Northrop Ruegg,nruegg41@illinois.edu,Cyperaceae,true
106,Medi First Plus Non-Aspirin Extra Strength,Codi Tiffany,ctiffany42@issuu.com,Ericaceae,true
106,Sheep Sorrel Pollen,Isaac Reynalds,ireynalds43@odnoklassniki.ru,Sapindaceae,false
135,up and up nicotine polacrilex,Gordan Crowne,gcrowne44@php.net,Liliaceae,true
109,ANTIBACTERIAL FOAMING,Gustie Kensley,gkensley45@rediff.com,Poaceae,false
111,Xylocaine,Cherey Grayshan,cgrayshan46@jigsy.com,Brassicaceae,true
121,Non-Drowsy Suphedrine PE Congestion,Ellerey Charters,echarters47@china.com.cn,Amblystegiaceae,true
132,Parlodel,Ardine Pennetta,apennetta48@4shared.com,Scrophulariaceae,false
104,Hydrocodone Bitartrate and Acetaminophen,Truda Addlestone,taddlestone49@ow.ly,Salicaceae,false
147,Celazome Mositurizing Sunscreen with SPF 29,Ruben Yanson,ryanson4a@globo.com,Verbenaceae,true
128,DIGOXIN,Brynna Castagna,bcastagna4b@unc.edu,Rosaceae,false
135,California (Coastal) Live Oak,Garnet Tesyro,gtesyro4c@vimeo.com,Physciaceae,false
130,Letrozole,Ellette Grabert,egrabert4d@clickbank.net,Juglandaceae,false
137,Cantaloupe,Dennet Saberton,dsaberton4e@slideshare.net,Juncaceae,true
136,LOVASTATIN,Nomi Laidler,nlaidler4f@alibaba.com,Scrophulariaceae,false
103,Donepezil Hydrochloride,Annabella Jerrand,ajerrand4g@alexa.com,Apiaceae,true
138,Ambien,Randy Riddington,rriddington4h@photobucket.com,Dioscoreaceae,false
127,Dexilant,Gardener Pithcock,gpithcock4i@census.gov,Thelypteridaceae,false
135,Diltiazem Hydrochloride,Carolann De Vaar,cde4j@godaddy.com,Asteraceae,true
150,good neighbor pharmacy nicotine,Mareah Battison,mbattison4k@com.com,Asteraceae,true
107,Cenestin,Geraldine Abelwhite,gabelwhite4l@timesonline.co.uk,Fabaceae,false
128,Melatonin Forte,Thornton Hamshar,thamshar4m@tmall.com,Trapeliaceae,true
103,MUM CHAMOMILE,Henrieta Downs,hdowns4n@nytimes.com,Ericaceae,true
112,Cyclobenzaprine Hydrochloride,Connor Vannah,cvannah4o@photobucket.com,Caryophyllaceae,false
132,Neomycin and Polymyxin B Sulfates and Hydrocortisone,Merola McKeon,mmckeon4p@forbes.com,Asteraceae,true
123,wet n wild,Nat Bourget,nbourget4q@omniture.com,Grimmiaceae,true
131,Haloperidol,Ophelie Degoy,odegoy4r@com.com,Saxifragaceae,true
132,Cefdinir,Paddie Towne,ptowne4s@blogspot.com,Passifloraceae,false
110,Docusate Calcium,Alexio Franzettoini,afranzettoini4t@wired.com,Pinaceae,false
104,Duloxetine,Waverly Scherer,wscherer4u@scientificamerican.com,Oxalidaceae,false
104,Boolicious Antibacterial Hand,Stacie Mallett,smallett4v@tripod.com,Asclepiadaceae,true
144,Family Dollar Complete Protection Anticavity Mouthwash,Anabelle Keaveny,akeaveny4w@nba.com,Asteraceae,true
150,No7 Lifting and Firming Foundation Sunscreen SPF 15 Walnut,Janela Corlett,jcorlett4x@sphinn.com,Campanulaceae,false
124,Cold,Andy Zettoi,azettoi4y@usatoday.com,Pottiaceae,false
131,HYDREA,Elliott Osgerby,eosgerby4z@ezinearticles.com,Poaceae,true
148,Caduet,Ximenez Toulmin,xtoulmin50@example.com,Lecanoraceae,false
123,Lombardy Poplar,Karole Winkett,kwinkett51@ihg.com,Fabaceae,true
110,Lialda,Raimundo Batrim,rbatrim52@dion.ne.jp,Primulaceae,false
138,Rough Marsh Elder,Hewie Bruyntjes,hbruyntjes53@dot.gov,Onagraceae,true
104,healthy accents antacid,Ina Berriball,iberriball54@nps.gov,Annonaceae,false
116,Diltiazem Hydrochloride,Clem Gallyon,cgallyon55@naver.com,Campanulaceae,true
132,Prednisone,Jacky Sives,jsives56@bravesites.com,Arecaceae,true
119,ZOFRAN,Stafani Forsard,sforsard57@posterous.com,Urticaceae,true
132,Tivorbex,Torre Standidge,tstandidge58@ft.com,Fabaceae,false
148,Pleo Rub,Imogen Ducastel,iducastel59@multiply.com,Asteraceae,false
115,Crisp Apple Hand Sani,Jodee Grenshiels,jgrenshiels5a@odnoklassniki.ru,Araliaceae,false
150,Neomycin and Polymyxin B Sulfates and Bacitracin Zinc,Valentine Woolrich,vwoolrich5b@sina.com.cn,Myrtaceae,false
141,Phosphorus comp.,Raul Geldeford,rgeldeford5c@forbes.com,Mycocaliciaceae,true
120,Ceramide Lift And Firm Makeup Broad Spectrum Sunscreen SPF 15 Warm Bronze,Tawnya Ghion,tghion5d@xing.com,Lentibulariaceae,true
116,Jantoven,Ethel Stranks,estranks5e@de.vu,Euphorbiaceae,false
139,Sertraline Hydrochloride,Rainer Handslip,rhandslip5f@freewebs.com,Brassicaceae,false
140,Papaya Mango Antibacterial Hand,Man Rosenstiel,mrosenstiel5g@purevolume.com,Acarosporaceae,false
124,Lansoprazole,Tanya Medcalfe,tmedcalfe5h@washington.edu,Fumariaceae,true
123,Lamotrigine,Devan Fremantle,dfremantle5i@sourceforge.net,Rubiaceae,false
108,Sheer Defense Tinted Moisturizer SPF 15 ML 30,Opalina Strafen,ostrafen5j@ow.ly,Fabaceae,false
135,Lisinopril,Alric Abbes,aabbes5k@istockphoto.com,Asteraceae,true
116,Contac Cold and Flu Day,Bird Meni,bmeni5l@yandex.ru,Acanthaceae,true
105,Amiodarone Hydrochloride,Maxy Suddick,msuddick5m@arstechnica.com,Fabaceae,true
139,Atenolol,Riccardo Bolderson,rbolderson5n@cpanel.net,Rhamnaceae,true
103,"Nicotine Polacrilex, Coated Mint Flavor",Averyl Shinfield,ashinfield5o@mail.ru,Rubiaceae,false
124,Ibuprofen,Vernor Rout,vrout5p@forbes.com,Fabaceae,true
117,LACHESIS MUTUS,Elias Leavens,eleavens5q@reddit.com,Physciaceae,true
126,Dog Fennel,Lorelle Witul,lwitul5r@loc.gov,Roccellaceae,true
133,E.O.L.,Dahlia Diboll,ddiboll5s@prlog.org,Brassicaceae,true
140,Ramipril,Rhodie Sackett,rsackett5t@g.co,Caprifoliaceae,false
114,LANEIGE SATIN FINISH TWIN PACT NO. 21,Lynsey MacIlhagga,lmacilhagga5u@homestead.com,Asteraceae,false
129,SHISEIDO WHITE LUCENT,Tybie Loader,tloader5v@nasa.gov,Lamiaceae,false
131,"AVOBENZONE, OCTINOXATE, TITANIUM DIOXIDE",Bartie Harnett,bharnett5w@answers.com,Asteraceae,true
107,Doxycycline Hyclate,Molly Buard,mbuard5x@webmd.com,Acarosporaceae,true
116,Acne Wipes,Liva Clelle,lclelle5y@indiatimes.com,Ranunculaceae,true
136,Matulane,Harry Jzak,hjzak5z@joomla.org,Fabaceae,false
138,Healing,Tiphani Trussman,ttrussman60@hao123.com,Cladoniaceae,false
134,AMLODIPINE BESYLATE,Niki Gorusso,ngorusso61@myspace.com,Ramalinaceae,true
139,Aprodine,Florri Creasy,fcreasy62@nba.com,Apiaceae,true
110,Levofloxacin,Caresse Hargrave,chargrave63@deliciousdays.com,Passifloraceae,false
114,UP AND UP,Jenica Clementson,jclementson64@twitter.com,Bacidiaceae,true
117,Scrub Pine,Amara Kowalik,akowalik65@un.org,Fabaceae,true
116,Tension Headache Relief,Dael Thebeau,dthebeau66@twitter.com,Selaginellaceae,false
133,High Five,Billi Lockhart,blockhart67@deviantart.com,Orchidaceae,true
148,Crest 3D White,Cristabel Kerbey,ckerbey68@gizmodo.com,Lecanoraceae,false
129,Dexamethasone sodium phosphate,Ethelyn Haughin,ehaughin69@dyndns.org,Dryopteridaceae,true
108,Exuviance Sheer Refining Fluid SPF 35,Sherman MacNish,smacnish6a@princeton.edu,Brassicaceae,false
125,Extra Strength Pain Relief,Erv De Biasi,ede6b@ustream.tv,Goodeniaceae,true
139,MVC,Minnnie Dagon,mdagon6c@shop-pro.jp,Candelariaceae,false
106,CVS Chest Rub,Filippa Morales,fmorales6d@bizjournals.com,Brassicaceae,true
102,Carvedilol,Buffy Wildor,bwildor6e@zdnet.com,Liliaceae,true
145,Kiehls Since 1851 Activated Sun Protector For Body Broad Spectrum SPF 50 Sunscreen,Willie Le Breton De La Vieuville,wle6f@example.com,Asteraceae,false
129,Petroleum Skin Protectant,Millisent Brantzen,mbrantzen6g@cornell.edu,Rubiaceae,true
128,Denti-Care Denti-Freeze,Deane Kimberley,dkimberley6h@yellowpages.com,Cyperaceae,true
109,SHISEIDO EXTRA SMOOTH SUN PROTECTION N,Berthe Shenton,bshenton6i@youku.com,Araliaceae,true
110,Hepar Stannum 6/10,Claudio Giacopetti,cgiacopetti6j@mysql.com,Uncertain Ascomycota Family,true
131,Burn-B Gone OTC,Katleen Sherlock,ksherlock6k@cornell.edu,Polygonaceae,true
137,Lymph Plus,Janelle Bidmead,jbidmead6l@gmpg.org,Berberidaceae,true
134,Creations Garden,Jemie Melloi,jmelloi6m@dedecms.com,Fagaceae,false
127,Fluvoxamine Maleate,Myriam Emptage,memptage6n@senate.gov,Asteraceae,false
142,Multivitamin with fluoride,Tawnya Whistan,twhistan6o@issuu.com,Poaceae,false
144,Amitriptyline Hydrochloride,Jacintha Caulkett,jcaulkett6p@dell.com,Myrtaceae,true
132,Yellow Dock,Rodie Alelsandrowicz,ralelsandrowicz6q@hexun.com,Brassicaceae,true
123,Olanzapine,Federica Kleyn,fkleyn6r@businessinsider.com,Uncertain Ascomycota Family,false
127,Temozolomide,Constantine Kilty,ckilty6s@mapy.cz,Euphorbiaceae,false
140,germstarCitrus,Sharron Deerr,sdeerr6t@is.gd,Rosaceae,true
127,Orphenadrine Citrate,Danice Goodwell,dgoodwell6u@archive.org,Aquifoliaceae,false
104,Tired Eye Relief,Ellery Pawlata,epawlata6v@tmall.com,Scrophulariaceae,true
100,White Mulberry,Skylar Itzchaki,sitzchaki6w@hp.com,Oxalidaceae,true
136,Dry Scalp Dandruff,Eugenio O'Cahsedy,eocahsedy6x@bandcamp.com,Brassicaceae,false
107,Tri-Sprintec,Markos Dyzart,mdyzart6y@edublogs.org,Uncertain Ascomycota Family,false
141,OBAGI-C RX SYSTEM NORMAL-DRY,Georgi Rewcastle,grewcastle6z@prlog.org,Rosaceae,true
119,Ziprasidone hydrochloride,Sheilakathryn Jolley,sjolley70@bizjournals.com,Poaceae,true
139,Hand wash,Anabelle Phythian,aphythian71@vk.com,Parmeliaceae,false
101,Activase,Odey Chasles,ochasles72@seattletimes.com,Boraginaceae,true
144,Burr Oak,Fabien Bessell,fbessell73@java.com,Grossulariaceae,true
107,Protector,Cristobal Balls,cballs74@auda.org.au,Haloragaceae,true
135,Losortan Potassium,Ronni Mobberley,rmobberley75@paypal.com,Rosaceae,false
121,Diltiazem Hydrochloride,Dane Dood,ddood76@over-blog.com,Juncaceae,true
144,RESILIENCE LIFT,Willa Siggins,wsiggins77@pinterest.com,Caryophyllaceae,true
117,Western Ragweed,Blaire Gouley,bgouley78@phpbb.com,Capparaceae,false
141,Isopropyl Alcohol,Michaella Tomczak,mtomczak79@nytimes.com,Pertusariaceae,false
136,Candesartan Cilexetil-Hydrochlorothiazide,Costanza Longfoot,clongfoot7a@state.gov,Orchidaceae,true
124,Cryogel Island Rain Natural Pain Relieving,Terry Poolman,tpoolman7b@ezinearticles.com,Opegraphaceae,true
122,Waterless Hand Sanitizer,Ximenez Leek,xleek7c@ezinearticles.com,Fontinalaceae,true
132,Mepivacaine,Jerrie Igo,jigo7d@cdc.gov,Hymeneliaceae,false
125,Hydrocodone Bitartrate And Acetaminophen,Merrile England,mengland7e@google.com,Scrophulariaceae,true
143,ALPRAZOLAM,Ketti Linacre,klinacre7f@cloudflare.com,Polygonaceae,true
125,OXYGEN,Renelle Rappaport,rrappaport7g@businessinsider.com,Fabaceae,true
109,GPS Topical Anesthetic,Ellynn Milington,emilington7h@tiny.cc,Boraginaceae,false
144,TOPIRAMATE,Nickolaus Goskar,ngoskar7i@sourceforge.net,Asteraceae,true
120,Lidocaine,Mirilla Rizzetti,mrizzetti7j@spiegel.de,Asteraceae,true
142,Vizamyl,Artemis Charlot,acharlot7k@blogspot.com,Asteraceae,false
121,ENALAPRIL MALEATE,Mannie Brammar,mbrammar7l@youtube.com,Lecideaceae,false
105,Chlorpheniramine Maleate,Sherri Fermoy,sfermoy7m@bluehost.com,Balsaminaceae,true
112,OXYGEN,Merry Larne,mlarne7n@loc.gov,Apiaceae,false
135,Fluoxetine Hydrochloride,Aurea Brundell,abrundell7o@scribd.com,Brassicaceae,false
134,Relistor,Papageno Butterworth,pbutterworth7p@cnn.com,Campanulaceae,true
141,GERI-PECTATE VANILLA FLAVOR,Viv Heare,vheare7q@squidoo.com,Ericaceae,true
135,Cetirizine Hydrochloride,Berty Kinchlea,bkinchlea7r@arstechnica.com,Brassicaceae,true
142,Good Neighbor Pharmacy Aspirin,Mervin Skittrall,mskittrall7s@auda.org.au,Liliaceae,false
112,Amoxicillin,Merrilee Pond-Jones,mpondjones7t@dot.gov,Bacidiaceae,true
109,antacid,Flossy Bignal,fbignal7u@histats.com,Scrophulariaceae,false
133,Portia,Loraine Ickovicz,lickovicz7v@google.pl,Rubiaceae,true
141,Nitroglycerin Transdermal System,Dalenna Francey,dfrancey7w@plala.or.jp,Rosaceae,true
133,Acetaminophen And Codeine,Almeda Rourke,arourke7x@google.com.br,Dicranaceae,true
122,Extra Strength pain relief,Rosalyn Eriksson,reriksson7y@businesswire.com,Fabaceae,true
136,Allergy Relief,Neilla Cline,ncline7z@ustream.tv,Salicaceae,true
122,Up and Up Anticavity Toothpaste Whitening,Angelico Leethem,aleethem80@bing.com,Asteraceae,true
101,OXYGEN,Geri Sinyard,gsinyard81@facebook.com,Hydrangeaceae,true
142,Self Pity,Doe Hazeldean,dhazeldean82@fc2.com,Fabaceae,true
116,Old Spice High Endurance,Freeland Tarbert,ftarbert83@amazon.com,Thelotremataceae,false
